uri,Mute
https://nie.edu.sg,FALSE
https://place.nie.edu.sg,FALSE
https://place.nie.edu.sg/CourseSearch,FALSE
https://place.nie.edu.sg/Faq,FALSE
https://portal.nie.edu.sg,FALSE
